code,onset,offset,code.value
babyvoc,00:19:12.822,00:19:12.822,"c"
babyvoc,00:19:13.503,00:19:13.503,"c"
babyvoc,00:19:15.364,00:19:15.364,"c"
babyvoc,00:19:17.636,00:19:17.636,"c"
babyvoc,00:19:17.700,00:19:17.700,"c"
babyvoc,00:19:22.447,00:19:22.447,"c"
babyvoc,00:19:24.633,00:19:24.633,"c"
babyvoc,00:19:27.424,00:19:27.424,"c"
babyvoc,00:19:31.935,00:19:31.935,"b"
babyvoc,00:19:34.244,00:19:34.244,"c"
babyvoc,00:19:39.141,00:19:39.141,"c"
babyvoc,00:19:45.526,00:19:45.526,"b"
babyvoc,00:19:46.938,00:19:46.938,"c"
babyvoc,00:19:48.148,00:19:48.148,"c"
babyvoc,00:19:48.782,00:19:48.782,"c"
babyvoc,00:19:50.930,00:19:50.930,"c"
babyvoc,00:19:52.248,00:19:52.248,"c"
babyvoc,00:19:52.960,00:19:52.960,"c"
babyvoc,00:19:54.046,00:19:54.046,"c"
babyvoc,00:19:54.696,00:19:54.696,"b"
babyvoc,00:20:02.129,00:20:02.129,"b"
babyvoc,00:20:04.143,00:20:04.143,"c"
babyvoc,00:20:11.646,00:20:11.646,"c"
babyvoc,00:20:12.499,00:20:12.499,"c"
babyvoc,00:20:13.754,00:20:13.754,"c"
babyvoc,00:20:19.024,00:20:19.024,"c"
babyvoc,00:20:31.950,00:20:31.950,"c"
babyvoc,00:20:35.871,00:20:35.871,"b"
babyvoc,00:20:36.786,00:20:36.786,"c"
babyvoc,00:20:38.863,00:20:38.863,"c"
babyvoc,00:20:39.996,00:20:39.996,"c"
babyvoc,00:20:41.281,00:20:41.281,"c"
babyvoc,00:20:43.575,00:20:43.575,"c"
babyvoc,00:20:44.226,00:20:44.226,"c"
babyvoc,00:20:47.684,00:20:47.684,"c"
babyvoc,00:20:50.598,00:20:50.598,"c"
babyvoc,00:20:54.929,00:20:54.929,"c"
babyvoc,00:20:55.256,00:20:55.256,"c"
babyvoc,00:20:55.937,00:20:55.937,"c"
babyvoc,00:20:56.340,00:20:56.340,"c"
babyvoc,00:20:56.819,00:20:56.819,"c"
babyvoc,00:21:00.850,00:21:00.850,"c"
babyvoc,00:21:08.214,00:21:08.214,"c"
babyvoc,00:21:11.259,00:21:11.259,"c"
babyvoc,00:21:11.941,00:21:11.941,"c"
babyvoc,00:21:15.856,00:21:15.856,"c"
babyvoc,00:21:17.660,00:21:17.660,"c"
babyvoc,00:21:19.924,00:21:19.924,"c"
babyvoc,00:21:21.164,00:21:21.164,"c"
babyvoc,00:21:22.684,00:21:22.684,"c"
babyvoc,00:21:24.482,00:21:24.482,"c"
babyvoc,00:21:26.170,00:21:26.170,"c"
babyvoc,00:21:27.456,00:21:27.456,"c"
babyvoc,00:21:30.728,00:21:30.728,"c"
babyvoc,00:21:32.959,00:21:32.959,"c"
babyvoc,00:21:33.702,00:21:33.702,"c"
babyvoc,00:21:35.346,00:21:35.346,"c"
babyvoc,00:21:38.013,00:21:38.013,"c"
babyvoc,00:21:38.988,00:21:38.988,"c"
babyvoc,00:21:40.802,00:21:40.802,"c"
babyvoc,00:21:41.716,00:21:41.716,"c"
babyvoc,00:21:42.726,00:21:42.726,"c"
babyvoc,00:21:43.749,00:21:43.749,"c"
babyvoc,00:21:46.291,00:21:46.291,"c"
babyvoc,00:21:47.173,00:21:47.173,"c"
babyvoc,00:21:48.863,00:21:48.863,"c"
babyvoc,00:21:50.082,00:21:50.082,"c"
babyvoc,00:21:50.980,00:21:50.980,"c"
babyvoc,00:21:52.658,00:21:52.658,"c"
babyvoc,00:21:56.698,00:21:56.698,"c"
babyvoc,00:21:58.712,00:21:58.712,"c"
babyvoc,00:21:59.766,00:21:59.766,"c"
babyvoc,00:22:01.302,00:22:01.302,"c"
babyvoc,00:22:02.789,00:22:02.789,"c"
babyvoc,00:22:03.920,00:22:03.920,"c"
babyvoc,00:22:05.254,00:22:05.254,"c"
babyvoc,00:22:07.066,00:22:07.066,"c"
babyvoc,00:22:10.161,00:22:10.161,"c"
babyvoc,00:22:10.889,00:22:10.889,"c"
babyvoc,00:22:12.189,00:22:12.189,"c"
babyvoc,00:22:13.910,00:22:13.910,"c"
babyvoc,00:22:15.446,00:22:15.446,"c"
babyvoc,00:22:17.274,00:22:17.274,"c"
babyvoc,00:22:19.708,00:22:19.708,"c"
babyvoc,00:22:20.221,00:22:20.221,"c"
babyvoc,00:22:21.444,00:22:21.444,"c"
babyvoc,00:22:22.187,00:22:22.187,"c"
babyvoc,00:22:24.652,00:22:24.652,"c"
babyvoc,00:22:26.512,00:22:26.512,"c"
babyvoc,00:22:28.000,00:22:28.000,"c"
babyvoc,00:22:29.426,00:22:29.426,"c"
babyvoc,00:22:31.287,00:22:31.287,"c"
babyvoc,00:22:32.745,00:22:32.745,"c"
babyvoc,00:22:33.518,00:22:33.518,"c"
babyvoc,00:22:35.101,00:22:35.101,"c"
babyvoc,00:22:37.005,00:22:37.005,"c"
babyvoc,00:22:39.038,00:22:39.038,"c"
babyvoc,00:22:39.904,00:22:39.904,"c"
babyvoc,00:22:42.585,00:22:42.585,"c"
babyvoc,00:22:47.142,00:22:47.142,"c"
babyvoc,00:22:51.436,00:22:51.436,"c"
babyvoc,00:22:53.654,00:22:53.654,"c"
babyvoc,00:22:54.629,00:22:54.629,"c"
babyvoc,00:22:56.196,00:22:56.196,"c"
babyvoc,00:23:01.514,00:23:01.514,"c"
babyvoc,00:23:02.304,00:23:02.304,"c"
babyvoc,00:23:03.221,00:23:03.221,"c"
babyvoc,00:23:04.834,00:23:04.834,"c"
babyvoc,00:23:05.994,00:23:05.994,"c"
babyvoc,00:23:08.148,00:23:08.148,"c"
babyvoc,00:23:09.482,00:23:09.482,"c"
babyvoc,00:23:12.117,00:23:12.117,"c"
babyvoc,00:23:13.513,00:23:13.513,"c"
babyvoc,00:23:15.682,00:23:15.682,"b"
babyvoc,00:23:16.443,00:23:16.443,"c"
babyvoc,00:23:18.303,00:23:18.303,"c"
babyvoc,00:23:19.742,00:23:19.742,"c"
babyvoc,00:23:21.817,00:23:21.817,"c"
babyvoc,00:23:22.794,00:23:22.794,"c"
babyvoc,00:23:25.926,00:23:25.926,"c"
babyvoc,00:23:26.886,00:23:26.886,"c"
babyvoc,00:23:29.553,00:23:29.553,"c"
babyvoc,00:23:30.158,00:23:30.158,"c"
babyvoc,00:23:33.381,00:23:33.381,"c"
babyvoc,00:23:36.297,00:23:36.297,"c"
babyvoc,00:23:37.426,00:23:37.426,"c"
babyvoc,00:23:39.520,00:23:39.520,"c"
babyvoc,00:23:40.233,00:23:40.233,"c"
babyvoc,00:23:41.595,00:23:41.595,"c"
babyvoc,00:23:43.270,00:23:43.270,"c"
babyvoc,00:23:47.720,00:23:47.720,"c"
babyvoc,00:23:49.531,00:23:49.531,"c"
babyvoc,00:23:50.291,00:23:50.291,"c"
babyvoc,00:23:51.409,00:23:51.409,"c"
babyvoc,00:23:52.337,00:23:52.337,"c"
babyvoc,00:23:54.321,00:23:54.321,"c"
babyvoc,00:24:06.632,00:24:06.632,"c"
babyvoc,00:24:09.889,00:24:09.889,"c"
babyvoc,00:24:10.820,00:24:10.820,"b"
babyvoc,00:24:12.571,00:24:12.571,"c"
babyvoc,00:24:22.772,00:24:22.772,"c"
babyvoc,00:24:23.704,00:24:23.704,"c"
babyvoc,00:24:26.695,00:24:26.695,"c"
babyvoc,00:24:31.779,00:24:31.779,"c"
babyvoc,00:24:32.630,00:24:32.630,"c"
babyvoc,00:24:35.779,00:24:35.779,"c"
babyvoc,00:24:41.591,00:24:41.591,"c"
babyvoc,00:24:46.281,00:24:46.281,"b"
babyvoc,00:24:47.413,00:24:47.413,"c"
babyvoc,00:24:48.638,00:24:48.638,"c"
babyvoc,00:24:49.817,00:24:49.817,"c"
babyvoc,00:24:50.979,00:24:50.979,"c"
babyvoc,00:24:52.389,00:24:52.389,"c"
babyvoc,00:24:53.769,00:24:53.769,"b"
babyvoc,00:25:05.207,00:25:05.207,"b"
babyvoc,00:25:06.432,00:25:06.432,"b"
babyvoc,00:25:12.402,00:25:12.402,"c"
babyvoc,00:25:14.617,00:25:14.617,"c"
babyvoc,00:25:15.921,00:25:15.921,"c"
babyvoc,00:25:17.825,00:25:17.825,"c"
babyvoc,00:25:18.693,00:25:18.693,"c"
babyvoc,00:25:21.623,00:25:21.623,"c"
babyvoc,00:25:22.446,00:25:22.446,"c"
babyvoc,00:25:25.825,00:25:25.825,"c"
babyvoc,00:25:29.157,00:25:29.157,"c"
babyvoc,00:25:29.576,00:25:29.576,"c"
babyvoc,00:25:31.296,00:25:31.296,"c"
babyvoc,00:25:32.799,00:25:32.799,"c"
babyvoc,00:25:34.488,00:25:34.488,"c"
babyvoc,00:25:37.650,00:25:37.650,"c"
babyvoc,00:25:39.433,00:25:39.433,"c"
babyvoc,00:25:47.072,00:25:47.072,"b"
babyvoc,00:25:48.126,00:25:48.126,"b"
babyvoc,00:25:49.086,00:25:49.086,"b"
babyvoc,00:25:49.752,00:25:49.752,"b"
babyvoc,00:25:52.451,00:25:52.451,"c"
babyvoc,00:25:54.233,00:25:54.233,"c"
babyvoc,00:25:55.365,00:25:55.365,"c"
babyvoc,00:25:56.045,00:25:56.045,"c"
babyvoc,00:26:00.990,00:26:00.990,"c"
babyvoc,00:26:02.710,00:26:02.710,"c"
babyvoc,00:26:03.890,00:26:03.890,"c"
babyvoc,00:26:07.439,00:26:07.439,"c"
babyvoc,00:26:09.392,00:26:09.392,"c"
babyvoc,00:26:15.003,00:26:15.003,"c"
babyvoc,00:26:16.632,00:26:16.632,"c"
babyvoc,00:26:17.483,00:26:17.483,"c"
babyvoc,00:26:18.523,00:26:18.523,"c"
babyvoc,00:26:20.583,00:26:20.583,"c"
babyvoc,00:26:21.638,00:26:21.638,"c"
babyvoc,00:26:22.413,00:26:22.413,"c"
babyvoc,00:26:23.792,00:26:23.792,"c"
babyvoc,00:26:26.892,00:26:26.892,"c"
babyvoc,00:26:27.931,00:26:27.931,"c"
babyvoc,00:26:28.877,00:26:28.877,"c"
babyvoc,00:26:30.224,00:26:30.224,"c"
babyvoc,00:26:33.417,00:26:33.417,"b"
babyvoc,00:26:34.207,00:26:34.207,"b"
babyvoc,00:26:43.904,00:26:43.904,"uh oh"
babyvoc,00:26:47.578,00:26:47.578,"b"
babyvoc,00:26:49.330,00:26:49.330,"b"
babyvoc,00:26:55.514,00:26:55.514,"b"
babyvoc,00:27:18.395,00:27:18.395,"c"
babyvoc,00:27:46.404,00:27:46.404,"b"
babyvoc,00:28:19.094,00:28:19.094,"uh oh"
babyvoc,00:28:21.822,00:28:21.822,"b"
babyvoc,00:28:28.100,00:28:28.100,"c"
babyvoc,00:28:39.137,00:28:39.137,"b"
babyvoc,00:28:39.725,00:28:39.725,"c"
babyvoc,00:28:45.028,00:28:45.028,"b"
babyvoc,00:29:07.765,00:29:07.765,"c"
babyvoc,00:29:08.557,00:29:08.557,"c"
babyvoc,00:29:09.287,00:29:09.287,"b"
babyvoc,00:29:11.051,00:29:11.051,"c"
babyvoc,00:29:12.725,00:29:12.725,"c"
babyvoc,00:29:13.917,00:29:13.917,"c"
babyvoc,00:29:16.569,00:29:16.569,"c"
babyvoc,00:29:33.882,00:29:33.882,"b"
babyvoc,00:29:35.038,00:29:35.038,"b"
babyvoc,00:29:39.339,00:29:39.339,"b"
babyvoc,00:29:41.294,00:29:41.294,"b"
babyvoc,00:29:41.463,00:29:41.463,"b"
babyvoc,00:29:42.764,00:29:42.764,"b"
babyvoc,00:29:46.142,00:29:46.142,"b"
babyvoc,00:29:52.884,00:29:52.884,"c"
babyvoc,00:29:53.351,00:29:53.351,"c"
babyvoc,00:30:09.298,00:30:09.298,"c"
babyvoc,00:30:10.211,00:30:10.211,"c"
babyvoc,00:30:10.616,00:30:10.616,"b"
babyvoc,00:30:12.227,00:30:12.227,"b"
babyvoc,00:30:14.614,00:30:14.614,"b"
babyvoc,00:30:26.115,00:30:26.115,"b"
babyvoc,00:30:28.904,00:30:28.904,"b"
babyvoc,00:30:29.865,00:30:29.865,"b"
babyvoc,00:30:30.733,00:30:30.733,"b"
babyvoc,00:30:31.894,00:30:31.894,"b"
babyvoc,00:30:32.807,00:30:32.807,"b"
babyvoc,00:30:34.561,00:30:34.561,"c"
babyvoc,00:30:48.941,00:30:48.941,"b"
babyvoc,00:30:52.801,00:30:52.801,"c"
babyvoc,00:30:57.488,00:30:57.488,"c"
babyvoc,00:30:58.196,00:30:58.196,"c"
babyvoc,00:31:01.386,00:31:01.386,"c"
babyvoc,00:31:02.843,00:31:02.843,"c"
babyvoc,00:31:04.238,00:31:04.238,"c"
babyvoc,00:31:05.106,00:31:05.106,"c"
babyvoc,00:31:05.681,00:31:05.681,"c"
babyvoc,00:31:06.718,00:31:06.718,"c"
babyvoc,00:31:07.385,00:31:07.385,"c"
babyvoc,00:31:10.099,00:31:10.099,"c"
babyvoc,00:31:11.213,00:31:11.213,"b"
babyvoc,00:31:12.282,00:31:12.282,"hello"
babyvoc,00:31:13.647,00:31:13.647,"yeah"
babyvoc,00:31:48.150,00:31:48.150,"b"
babyvoc,00:32:07.836,00:32:07.836,"b"
babyvoc,00:32:25.538,00:32:25.538,"c"
babyvoc,00:32:56.940,00:32:56.940,"b"
babyvoc,00:32:59.530,00:32:59.530,"b"
babyvoc,00:33:10.257,00:33:10.257,"b"
babyvoc,00:33:16.146,00:33:16.146,"b"
babyvoc,00:33:16.874,00:33:16.874,"b"
babyvoc,00:33:21.012,00:33:21.012,"b"
babyvoc,00:33:22.284,00:33:22.284,"c"
babyvoc,00:33:22.578,00:33:22.578,"c"
babyvoc,00:33:38.732,00:33:38.732,"c"
babyvoc,00:33:41.895,00:33:41.895,"c"
babyvoc,00:33:45.134,00:33:45.134,"c"
babyvoc,00:33:46.157,00:33:46.157,"c"
babyvoc,00:33:55.998,00:33:55.998,"wow"
babyvoc,00:34:01.362,00:34:01.362,"b"
babyvoc,00:34:07.407,00:34:07.407,"c"
babyvoc,00:34:09.066,00:34:09.066,"c"
babyvoc,00:34:09.872,00:34:09.872,"c"
babyvoc,00:34:10.662,00:34:10.662,"c"
babyvoc,00:34:13.390,00:34:13.390,"c"
babyvoc,00:34:16.443,00:34:16.443,"c"
babyvoc,00:34:21.182,00:34:21.182,"b"
babyvoc,00:34:21.946,00:34:21.946,"c"
babyvoc,00:34:29.418,00:34:29.418,"b"
babyvoc,00:34:32.037,00:34:32.037,"b"
babyvoc,00:34:36.206,00:34:36.206,"c"
babyvoc,00:34:36.407,00:34:36.407,"c"
babyvoc,00:34:37.679,00:34:37.679,"c"
babyvoc,00:34:41.722,00:34:41.722,"b"
babyvoc,00:34:42.871,00:34:42.871,"b"
babyvoc,00:34:51.721,00:34:51.721,"c"
babyvoc,00:35:46.216,00:35:46.216,"c"
babyvoc,00:35:46.558,00:35:46.558,"c"
babyvoc,00:35:47.006,00:35:47.006,"c"
babyvoc,00:35:51.021,00:35:51.021,"c"
babyvoc,00:35:51.377,00:35:51.377,"c"
babyvoc,00:35:55.409,00:35:55.409,"b"
babyvoc,00:35:59.468,00:35:59.468,"b"
babyvoc,00:36:00.027,00:36:00.027,"b"
babyvoc,00:36:06.677,00:36:06.677,"c"
babyvoc,00:36:08.241,00:36:08.241,"b"
babyvoc,00:36:09.034,00:36:09.034,"b"
babyvoc,00:36:09.963,00:36:09.963,"b"
babyvoc,00:36:10.755,00:36:10.755,"b"
babyvoc,00:36:19.280,00:36:19.280,"c"
babyvoc,00:36:20.214,00:36:20.214,"b"
babyvoc,00:36:21.840,00:36:21.840,"c"
babyvoc,00:36:22.925,00:36:22.925,"c"
babyvoc,00:36:24.102,00:36:24.102,"b"
babyvoc,00:36:24.367,00:36:24.367,"b"
babyvoc,00:36:25.374,00:36:25.374,"c"
babyvoc,00:36:30.521,00:36:30.521,"b"
babyvoc,00:36:34.846,00:36:34.846,"b"
babyvoc,00:36:41.092,00:36:41.092,"c"
babyvoc,00:36:47.027,00:36:47.027,"b"
babyvoc,00:36:54.950,00:36:54.950,"b"
babyvoc,00:37:00.126,00:37:00.126,"b"
babyvoc,00:37:01.242,00:37:01.242,"b"
babyvoc,00:37:08.972,00:37:08.972,"yeah?"
babyvoc,00:37:09.319,00:37:09.319,"b"
babyvoc,00:37:11.704,00:37:11.704,"b"
babyvoc,00:37:15.024,00:37:15.024,"c"
babyvoc,00:37:15.968,00:37:15.968,"c"
babyvoc,00:37:19.889,00:37:19.889,"b"
babyvoc,00:37:20.587,00:37:20.587,"b"
babyvoc,00:37:27.903,00:37:27.903,"b"
babyvoc,00:37:32.630,00:37:32.630,"b"
babyvoc,00:37:45.648,00:37:45.648,"b"
babyvoc,00:37:46.811,00:37:46.811,"b"
babyvoc,00:37:47.416,00:37:47.416,"b"
babyvoc,00:37:48.998,00:37:48.998,"c"
babyvoc,00:37:50.236,00:37:50.236,"c"
babyvoc,00:37:51.819,00:37:51.819,"c"
babyvoc,00:37:53.524,00:37:53.524,"c"
babyvoc,00:37:59.970,00:37:59.970,"b"
babyvoc,00:38:03.272,00:38:03.272,"b"
babyvoc,00:38:04.172,00:38:04.172,"b"
babyvoc,00:38:10.172,00:38:10.172,"c"
babyvoc,00:38:12.310,00:38:12.310,"b"
babyvoc,00:38:15.502,00:38:15.502,"yeah"
babyvoc,00:38:16.772,00:38:16.772,"b"
babyvoc,00:38:19.470,00:38:19.470,"b"
babyvoc,00:38:22.321,00:38:22.321,"c"
babyvoc,00:38:24.151,00:38:24.151,"b"
babyvoc,00:38:26.245,00:38:26.245,"b"
babyvoc,00:38:27.560,00:38:27.560,"b"
babyvoc,00:38:30.231,00:38:30.231,"yeah"
babyvoc,00:38:40.552,00:38:40.552,"yeah"
babyvoc,00:38:41.588,00:38:41.588,"see"
babyvoc,00:38:44.210,00:38:44.210,"b"
babyvoc,00:38:46.489,00:38:46.489,"c"
babyvoc,00:38:47.279,00:38:47.279,"yes"
babyvoc,00:38:48.459,00:38:48.459,"come on"
babyvoc,00:38:48.768,00:38:48.768,"b"
babyvoc,00:38:49.962,00:38:49.962,"b"
babyvoc,00:38:51.727,00:38:51.727,"come"
babyvoc,00:38:59.244,00:38:59.244,"it's"
babyvoc,00:38:59.971,00:38:59.971,"b"
babyvoc,00:39:01.740,00:39:01.740,"chilly"
babyvoc,00:39:03.862,00:39:03.862,"goodbye"
babyvoc,00:39:07.644,00:39:07.644,"b"
babyvoc,00:39:10.218,00:39:10.218,"b"
babyvoc,00:39:11.582,00:39:11.582,"b"
babyvoc,00:39:12.727,00:39:12.727,"b"
babyvoc,00:39:13.039,00:39:13.039,"yeah"
babyvoc,00:39:13.922,00:39:13.922,"lady"
babyvoc,00:39:14.695,00:39:14.695,"lady"
babyvoc,00:39:16.139,00:39:16.139,"lady"
babyvoc,00:39:17.347,00:39:17.347,"come on"
babyvoc,00:39:18.261,00:39:18.261,"play"
babyvoc,00:39:19.175,00:39:19.175,"play"
babyvoc,00:39:19.965,00:39:19.965,"play"
babyvoc,00:39:22.060,00:39:22.060,"b"
babyvoc,00:39:22.741,00:39:22.741,"b"
babyvoc,00:39:23.671,00:39:23.671,"b"
babyvoc,00:39:25.113,00:39:25.113,"not yet"
babyvoc,00:39:27.420,00:39:27.420,"c"
babyvoc,00:39:37.513,00:39:37.513,"c"
babyvoc,00:39:39.451,00:39:39.451,"hi"
babyvoc,00:39:40.644,00:39:40.644,"b"
babyvoc,00:39:45.402,00:39:45.402,"b"
babyvoc,00:39:46.998,00:39:46.998,"b"
babyvoc,00:39:48.130,00:39:48.130,"c"
babyvoc,00:39:49.540,00:39:49.540,"c"
babyvoc,00:39:52.006,00:39:52.006,"up"
babyvoc,00:39:53.354,00:39:53.354,"b"
babyvoc,00:39:54.377,00:39:54.377,"yeah"
babyvoc,00:39:58.610,00:39:58.610,"c"
babyvoc,00:39:59.569,00:39:59.569,"uh oh"
babyvoc,00:40:00.918,00:40:00.918,"b"
babyvoc,00:40:08.597,00:40:08.597,"b"
babyvoc,00:40:09.637,00:40:09.637,"b"
babyvoc,00:40:10.613,00:40:10.613,"yes"
babyvoc,00:40:14.425,00:40:14.425,"yep"
babyvoc,00:40:17.076,00:40:17.076,"here"
babyvoc,00:40:19.728,00:40:19.728,"b"
babyvoc,00:40:20.750,00:40:20.750,"yipe"
babyvoc,00:40:22.471,00:40:22.471,"b"
babyvoc,00:40:23.928,00:40:23.928,"yeah"
babyvoc,00:40:25.586,00:40:25.586,"c"
babyvoc,00:40:32.467,00:40:32.467,"b"
babyvoc,00:40:33.103,00:40:33.103,"b"
babyvoc,00:40:35.475,00:40:35.475,"b"
babyvoc,00:40:37.545,00:40:37.545,"b"
babyvoc,00:40:37.930,00:40:37.930,"b"
babyvoc,00:40:41.324,00:40:41.324,"b"
babyvoc,00:40:42.519,00:40:42.519,"b"
babyvoc,00:40:43.635,00:40:43.635,"gimme gimme"
babyvoc,00:40:44.690,00:40:44.690,"help"
babyvoc,00:40:47.402,00:40:47.402,"i want"
babyvoc,00:40:49.495,00:40:49.495,"b"
babyvoc,00:40:50.999,00:40:50.999,"b"
babyvoc,00:40:53.712,00:40:53.712,"c"
babyvoc,00:40:54.252,00:40:54.252,"c"
babyvoc,00:40:54.843,00:40:54.843,"c"
babyvoc,00:40:56.702,00:40:56.702,"c"
babyvoc,00:40:57.215,00:40:57.215,"c"
babyvoc,00:41:00.701,00:41:00.701,"b"
babyvoc,00:41:01.723,00:41:01.723,"b"
babyvoc,00:41:03.911,00:41:03.911,"b"
babyvoc,00:41:07.969,00:41:07.969,"b"
babyvoc,00:41:19.223,00:41:19.223,"b"
babyvoc,00:41:23.718,00:41:23.718,"b"
babyvoc,00:41:27.190,00:41:27.190,"b"
babyvoc,00:41:28.120,00:41:28.120,"b"
babyvoc,00:41:29.747,00:41:29.747,"say hi"
babyvoc,00:41:31.112,00:41:31.112,"see"
babyvoc,00:41:32.445,00:41:32.445,"see"
babyvoc,00:41:35.296,00:41:35.296,"see"
babyvoc,00:41:36.289,00:41:36.289,"c"
babyvoc,00:41:37.668,00:41:37.668,"b"
babyvoc,00:41:38.972,00:41:38.972,"b"
babyvoc,00:41:48.984,00:41:48.984,"b"
babyvoc,00:41:49.744,00:41:49.744,"b"
babyvoc,00:41:57.182,00:41:57.182,"b"
babyvoc,00:41:59.476,00:41:59.476,"c"
babyvoc,00:42:00.499,00:42:00.499,"c"
babyvoc,00:42:04.328,00:42:04.328,"b"
babyvoc,00:42:05.444,00:42:05.444,"b"
babyvoc,00:42:06.265,00:42:06.265,"b"
babyvoc,00:42:06.916,00:42:06.916,"b"
babyvoc,00:42:11.225,00:42:11.225,"yep"
babyvoc,00:42:14.976,00:42:14.976,"hi"
babyvoc,00:42:18.681,00:42:18.681,"c"
babyvoc,00:42:22.895,00:42:22.895,"b"
babyvoc,00:42:23.377,00:42:23.377,"b"
babyvoc,00:42:24.229,00:42:24.229,"b"
babyvoc,00:42:25.251,00:42:25.251,"uh oh"
babyvoc,00:42:27.096,00:42:27.096,"b"
babyvoc,00:42:38.795,00:42:38.795,"i see you"
babyvoc,00:42:40.454,00:42:40.454,"b"
babyvoc,00:42:41.041,00:42:41.041,"b"
babyvoc,00:42:41.849,00:42:41.849,"b"
babyvoc,00:42:42.376,00:42:42.376,"b"
babyvoc,00:42:44.126,00:42:44.126,"see"
babyvoc,00:42:44.746,00:42:44.746,"b"
babyvoc,00:42:45.490,00:42:45.490,"b"
babyvoc,00:42:47.802,00:42:47.802,"daddy"
babyvoc,00:42:53.521,00:42:53.521,"b"
babyvoc,00:42:54.977,00:42:54.977,"b"
babyvoc,00:42:58.247,00:42:58.247,"b"
babyvoc,00:42:59.592,00:42:59.592,"b"
babyvoc,00:43:00.353,00:43:00.353,"b"
babyvoc,00:43:01.049,00:43:01.049,"yep"
babyvoc,00:43:03.252,00:43:03.252,"see"
babyvoc,00:43:04.941,00:43:04.941,"b"
babyvoc,00:43:07.313,00:43:07.313,"b"
babyvoc,00:43:12.241,00:43:12.241,"b"
babyvoc,00:43:13.590,00:43:13.590,"b"
babyvoc,00:43:19.683,00:43:19.683,"b"
babyvoc,00:43:24.394,00:43:24.394,"c"
babyvoc,00:43:26.222,00:43:26.222,"yay"
babyvoc,00:43:27.137,00:43:27.137,"yay"
babyvoc,00:43:30.795,00:43:30.795,"b"
babyvoc,00:43:36.407,00:43:36.407,"c"
babyvoc,00:43:38.360,00:43:38.360,"c"
babyvoc,00:43:39.197,00:43:39.197,"c"
babyvoc,00:43:40.436,00:43:40.436,"c"
babyvoc,00:43:41.568,00:43:41.568,"c"
babyvoc,00:43:43.211,00:43:43.211,"c"
babyvoc,00:43:44.360,00:43:44.360,"c"
babyvoc,00:43:45.538,00:43:45.538,"c"
babyvoc,00:43:47.179,00:43:47.179,"c"
babyvoc,00:43:47.722,00:43:47.722,"c"
babyvoc,00:43:49.536,00:43:49.536,"c"
babyvoc,00:43:50.032,00:43:50.032,"c"
babyvoc,00:43:51.908,00:43:51.908,"c"
babyvoc,00:43:57.271,00:43:57.271,"c"
babyvoc,00:43:58.635,00:43:58.635,"c"
babyvoc,00:44:01.953,00:44:01.953,"c"
babyvoc,00:44:05.765,00:44:05.765,"c"
babyvoc,00:44:09.531,00:44:09.531,"c"
babyvoc,00:44:10.725,00:44:10.725,"c"
babyvoc,00:44:14.787,00:44:14.787,"c"
babyvoc,00:44:15.624,00:44:15.624,"c"
babyvoc,00:44:16.631,00:44:16.631,"c"
babyvoc,00:44:18.476,00:44:18.476,"c"
babyvoc,00:44:19.064,00:44:19.064,"c"
babyvoc,00:44:19.840,00:44:19.840,"c"
babyvoc,00:44:29.651,00:44:29.651,"c"
babyvoc,00:44:31.154,00:44:31.154,"c"
babyvoc,00:44:35.601,00:44:35.601,"c"
babyvoc,00:44:37.042,00:44:37.042,"c"
babyvoc,00:44:39.010,00:44:39.010,"c"
babyvoc,00:44:39.724,00:44:39.724,"c"
babyvoc,00:44:40.717,00:44:40.717,"c"
babyvoc,00:44:45.103,00:44:45.103,"c"
babyvoc,00:44:46.263,00:44:46.263,"c"
babyvoc,00:44:47.444,00:44:47.444,"c"
babyvoc,00:44:50.930,00:44:50.930,"c"
babyvoc,00:44:52.681,00:44:52.681,"c"
babyvoc,00:44:53.564,00:44:53.564,"c"
babyvoc,00:44:56.463,00:44:56.463,"c"
babyvoc,00:44:57.797,00:44:57.797,"c"
babyvoc,00:44:59.517,00:44:59.517,"c"
babyvoc,00:45:00.803,00:45:00.803,"c"
babyvoc,00:45:01.594,00:45:01.594,"c"
babyvoc,00:45:04.401,00:45:04.401,"c"
babyvoc,00:45:05.391,00:45:05.391,"c"
babyvoc,00:45:06.447,00:45:06.447,"c"
babyvoc,00:45:09.005,00:45:09.005,"c"
babyvoc,00:45:10.119,00:45:10.119,"c"
babyvoc,00:45:13.312,00:45:13.312,"c"
babyvoc,00:45:14.242,00:45:14.242,"c"
babyvoc,00:45:15.437,00:45:15.437,"c"
babyvoc,00:45:16.181,00:45:16.181,"c"
babyvoc,00:45:17.110,00:45:17.110,"c"
babyvoc,00:45:17.747,00:45:17.747,"c"
babyvoc,00:45:19.250,00:45:19.250,"c"
babyvoc,00:45:20.675,00:45:20.675,"c"
babyvoc,00:45:21.994,00:45:21.994,"c"
babyvoc,00:45:23.418,00:45:23.418,"c"
babyvoc,00:45:25.418,00:45:25.418,"c"
babyvoc,00:45:30.346,00:45:30.346,"c"
babyvoc,00:45:31.014,00:45:31.014,"c"
babyvoc,00:45:32.142,00:45:32.142,"c"
babyvoc,00:45:32.762,00:45:32.762,"c"
babyvoc,00:45:34.204,00:45:34.204,"c"
babyvoc,00:45:36.326,00:45:36.326,"c"
babyvoc,00:45:36.993,00:45:36.993,"c"
